,0,1
11251,distribute,2
11252,straight-talk,1
11253,fairness,8
11254,polywell,3
11255,choff,1
11256,talkpolywell,1
11257,pre-solicitation,1
11258,fbo,2
11259,2529,1
11260,solicitation,4
11261,fusion,6
11262,device,9
11263,researche,1
11264,intends,4
11265,procure,3
11266,following:1,1
11267,device-ion,1
11268,injection,1
11269,quantity,1
11270,sourced,6
11271,conversion,1
11272,1202,1
11273,87501,1
11274,inertially,1
11275,confined,1
11276,electrostatic,3
11277,wiffle,3
11278,contracting,3
11279,firm's,1
11280,compromising,1
11281,reliability,2
11282,causing,5
11283,programmatic,1
11284,hardship,3
11285,contract,7
11286,wb-100,1
11287,aero,1
11288,spatially,3
11289,resolved,4
11290,plasma,2
11291,densities/particle,1
11292,n6893609t0019,1
11293,instrumentation,1
11294,densities,1
11295,particle,2
11296,b2f,1
11297,n6893608t0283,1
11298,items.1,1
11299,classicpenny,1
11300,solicitations,1
11301,tech,18
11302,tested,3
11303,airborne,2
11304,weapon,4
11305,mojave,1
11306,simon,4
11307,trudy,2
11308,schuett,2
11309,stabbed,1
11310,ex-lover,2
11311,220,2
11312,screwdriver,1
11313,worsens,1
11314,sedated,1
11315,tubes,3
11316,non-nurse,1
11317,graves,2
11318,whittle,1
11319,rumors,5
11320,imminent,2
11321,demise,3
11322,greatly,5
11323,exaggerated,3
11324,self-selection,1
11325,profitable,1
11326,mediums,1
11327,joyously,1
11328,bleed,1
11329,abdicated,1
11330,wicked,1
11331,instapundit,6
11332,obscure,2
11333,monty,2
11334,python,1
11335,skit,1
11336,who'd,1
11337,originals,1
11338,aircraft,1
11339,aggressive,5
11340,somewhat,14
11341,unfortunate,3
11342,laudable,1
11343,exclusion,1
11344,noticing,1
11345,supportive,1
11346,pretense,1
11347,nuanced,3
11348,go-go-go,1
11349,scarce,2
11350,owe,1
11351,individualized,1
11352,adventures,2
11353,stress-filled,1
11354,craziness-filled,1
11355,cold/stomach,1
11356,virus,2
11357,promptly,1
11358,pneumonia,1
11359,wishes,4
11360,cheer,5
11361,suck,8
11362,omfg,11
11363,intellectual,15
11364,excercise,1
11365,arguments,18
11366,grounded,3
11367,far-left,2
11368,hes,2
11369,hawkish,1
11370,loopholes,5
11371,givernment,1
11372,bailouts,2
11373,sector,4
11374,laudatory,1
11375,likewise,6
11376,bunkmates,1
11377,frantic,2
11378,restrained,2
11379,tap,3
11380,braintrust,1
11381,eth,1
11382,front-page,3
11383,priveleges,1
11384,sincere,6
11385,maniakes,2
11386,rational,3
11387,principled,1
11388,thats,3
11389,pro-obama,2
11390,articulated,2
11391,moderately,2
11392,emphatically,2
11393,regulation,16
11394,appointments,4
11395,reasonably,5
11396,sync,1
11397,v3.0,1
11398,threadjack,1
11399,eric's,1
11400,centrist,5
11401,father-bashing,2
11402,sacks,2
11403,dallas,47
11404,dart,5
11405,buses,4
11406,misleading,12
11407,purporting,1
11408,depicts,2
11409,pathology,2
11410,depict,1
11411,males,1
11412,perpetrators,3
11413,females,2
11414,distortion,2
11415,dv,3
11416,incur,2
11417,dv-related,2
11418,employ,1
11419,element,4
11420,compensate,2
11421,men's,3
11422,offending,1
11423,paige,1
11424,flink,2
11425,offended,4
11426,impunity,2
11427,woman-as-victim/man-as-monster,1
11428,trains,3
11429,commuters,1
11430,marrying,3
11431,dads-as-monsters,1
11432,divorced,7
11433,billboard,1
11434,jodi,1
11435,senese,1
11436,disturbing,9
11437,gender-neutral,1
11438,discusses,1
11439,abhor,1
11440,forms,5
11441,refusing,5
11442,rug,1
11443,marginalizing,1
11444,marginalized,2
11445,marginalization,1
11446,internationally-recognized,1
11447,hamel,1
11448,lcsw,1
11449,court-certified,1
11450,batterer,1
11451,gender-inclusive,1
11452,intimate,2
11453,explains,12
11454,female-on-male,1
11455,inhibits,2
11456,anti-father,1
11457,persuasive,5
11458,danger,12
11459,facto,1
11460,coups,1
11461,startling,2
11462,appointing,3
11463,gerald,4
11464,amounted,2
11465,coup,1
11466,carries,5
11467,discussing,9
11468,cycles,2
11469,heh,7
11470,strategies,6
11471,imitation,1
11472,sincerest,1
11473,flattery,1
11474,methods,7
11475,paranoids,1
11476,operatives,5
11477,smartest,1
11478,dumb,7
11479,murtha,1
11480,impression,7
11481,mannerisms,1
11482,allahpundit,1
11483,murtha's,1
11484,jerk,3
11485,follies,2
11486,yeesh,1
11487,stances,4
11488,associates,5
11489,petty,6
11490,creates,9
11491,misinterpreted,4
11492,harsher,1
11493,complaint,12
11494,unsubstantiated,1
11495,sleeper,1
11496,rezko,1
11497,wright,10
11498,virtue,5
11499,unsurprisingly,1
11500,nonpartisan,3
11501,public-has-a-right-to-know,1
11502,plo,9
11503,rashid,21
11504,casa,1
11505,dinners,3
11506,clinincs,1
11507,hanson,1
11508,imagines,1
11509,sucking,1
11510,gripped,2
11511,laden,16
11512,regrets,1
11513,sun-times,2
11514,11am,1
11515,rev,7
11516,wright's,3
11517,venom,4
11518,disseminated,1
11519,missile,2
11520,off-shore,1
11521,coal-powered,1
11522,electrical,3
11523,legitimate,10
11524,surely,14
11525,pregnancies,1
11526,tasergate,1
11527,rallying,2
11528,oh-so-important-to-national-security,1
11529,niger,1
11530,armitage,1
11531,libby,2
11532,entries,17
11533,navigation,3
11534,alcohol,2
11535,movies,9
11536,logical,5
11537,fallacies,2
11538,miscellaneous,2
11539,bipolar,1
11540,rosemary's,1
11541,07/2004,1
11542,06/2004,1
11543,05/2004,1
11544,04/2004,1
11545,03/2004,1
11546,02/2004,1
11547,01/2004,1
11548,12/2003,1
11549,11/2003,1
11550,10/2003,1
11551,09/2003,1
11552,08/2003,1
11553,07/2003,1
11554,06/2003,1
11555,05/2003,1
11556,04/2003,1
11557,03/2003,1
11558,02/2003,1
11559,01/2003,1
11560,12/2002,1
11561,11/2002,1
11562,10/2002,1
11563,09/2002,1
11564,08/2002,1
11565,07/2002,1
11566,06/2002,1
11567,05/2002,1
11568,04/2002,1
11569,cory,1
11570,schuler,1
11571,celia,1
11572,farber,1
11573,j.a,1
11574,kindall,2
11575,naftali,1
11576,rosemary,3
11577,tyrone,1
11578,steels,1
11579,rummel,2
11580,kirwin,1
11581,shay,1
11582,g,8
11583,willow,1
11584,freedomist,2
11585,deanesmay,1
11586,http://twitter.com,2
11587,absinthe,1
11588,ith,1
11589,abu,6
11590,aardvark,3
11591,spades,1
11592,admiral,2
11593,quixote,1
11594,aimless,1
11595,eteraz,2
11596,alphecca,1
11597,perception,4
11598,realpolitik,1
11599,angua,1
11600,anti-com,1
11601,anticipatory,1
11602,retaliation,1
11603,signposts,1
11604,chrenkoff,1
11605,athena's,1
11606,ayn,4
11607,clouter,3
11608,babalu,1
11609,baldilocks,1
11610,barking,3
11611,moonbat,1
11612,beagle,1
11613,kepple,1
11614,coasts,2
11615,arm,3
11616,hobbs,1
11617,roggio,1
11618,bizzyblog,1
11619,bjorn,2
11620,staerk,1
11621,paratrooper,1
11622,blogblivion,1
11623,blogcritics,1
11624,bloggledygook,1
11625,terri,6
11626,booker,1
11627,boonville,1
11628,sabers,1
11629,boviosity,1
11630,fertilizer,1
11631,brambleramble,1
11632,bag,2
11633,brandon's,1
11634,brian,10
11635,dunbar,1
11636,calblog,1
11637,caltech,1
11638,captain's,1
11639,quarters,5
11640,castle,2
11641,argghhh,1
11642,cathy,2
11643,chad,2
11644,evans,1
11645,bullpen,1
11646,wiggles,1
11647,muir's,1
11648,christopher,6
11649,pearson,1
11650,colby,1
11651,cosh,1
11652,collected,6
11653,miscellany,5
11654,cosmic,2
11655,cox,6
11656,forkum,1
11657,crack,5
11658,insomniac,1
11659,crooow,1
11660,arabia,1
11661,pierson,1
11662,damian,1
11663,heretics,2
11664,champion,6
11665,darmon,1
11666,thornton,1
11667,daryl,1
11668,cobranchi,1
11669,doc's,1
11670,doings,1
11671,digger's,1
11672,discriminations,1
11673,dissident,1
11674,frogman,1
11675,doc,1
11676,rampage,1
11677,doctor,9
11678,weevil,1
11679,dodgeblogium,1
11680,snot,1
11681,doggerel,3
11682,doktor,1
11683,donklephant,1
11684,petch,1
11685,drama,7
11686,drawing,10
11687,drumwaster's,1
11688,rants,6
11689,dustbury,1
11690,e-claire,1
11691,e-buscuit,1
11692,e-mullah,1
11693,cone,3
11694,eleven,3
11695,englishman's,1
11696,entropy,1
11697,eternal,3
11698,braid,1
11699,etherian's,1
11700,island,12
11701,europundit,1
11702,bayonets,1
11703,ochsenhirt,1
11704,schoeneman,1
11705,rj,1
11706,liberating,1
11707,gantry,1
11708,launchpad,1
11709,geoff,1
11710,geopolitical,1
11711,ghost,4
11712,flea,1
11713,goofy,3
11714,rumbles,1
11715,haibane,1
11716,sand,3
11717,hank,7
11718,harvey,2
11719,bialy,1
11720,heather's,1
11721,hedgehog,1
11722,handbasket,1
11723,hellblazer,6
11724,history's,1
11725,skeptics,2
11726,hog,2
11727,hokie,1
11728,horologium,1
11729,payne,2
11730,humberto,1
11731,fontova,1
11732,hyscience,1
11733,imao,1
11734,clinch,2
11735,utopia,2
11736,indc,1
11737,theory,17
11738,inkgrrl,1
11739,inoperable,1
11740,terran,1
11741,interociter,1
11742,ipse,1
11743,dixit,1
11744,israel-commentary.org,1
11745,pints,1
11746,doney,1
11747,galt,1
11748,jane's,1
11749,armies,2
11750,caruso,1
11751,jayne,1
11752,d'arcey,1
11753,jeff,19
11754,jarvis,1
11755,licquia,1
11756,quinton,1
11757,gandelman's,1
11758,kelley's,2
11759,blackman,1
11760,middleman,2
11761,stephenson,1
11762,weidner,1
11763,jules,2
11764,crittenden,1
11765,julie,9
11766,leung,1
11767,kapitalismo,1
11768,mccracken,1
11769,aylward,3
11770,leslie,1
11771,idiots,2
11772,libertarian,14
11773,leanings,2
11774,samizdata,1
11775,liferaft,1
11776,tasty,3
11777,lilac,1
11778,atilla,1
11779,llama,1
11780,butchers,1
11781,lucifer's,1
11782,condiments,1
11783,lucy's,1
11784,lynxx,1
11785,pherrett,1
11786,anthony,4
11787,maddy,1
11788,montezz,1
11789,marcland,1
11790,hasty,1
11791,shoemaker,1
11792,martini,3
11793,exit,5
11794,sheffield,1
11795,stinson,1
11796,mustard,1
11797,minded,1
11798,medic,1
11799,medpundit,1
11800,methuselah's,1
11801,gersh,1
11802,van,4
11803,der,1
11804,galien,1
11805,yon,1
11806,michele,1
11807,catalano,1
11808,mideast,5
11809,morality,2
11810,silverman,3
11811,wendland,1
11812,mog,1
11813,moxie,1
11814,e,7
11815,poet,1
11816,pete's,1
11817,du,3
11818,toit,1
11819,murdoc,1
11820,lunacy,1
11821,musings,7
11822,imperial,6
11823,pet,4
11824,jawa,1
11825,mythus,1
11826,mage,1
11827,opines,2
11828,guirado,1
11829,neo-neocon,1
11830,showcase,2
11831,watermelons,1
11832,no-pasaran,1
11833,noble,5
11834,geras,1
11835,oldsmoblogger,1
11836,clapping,2
11837,outdoors,2
11838,beltway,12
11839,pathetic,8
11840,earthlings,2
11841,ruffini,1
11842,patriette,1
11843,patterico's,1
11844,pontifications,1
11845,burgess,2
11846,peak,3
11847,peggy,4
11848,kaplan,1
11849,pejman,1
11850,yousefzadeh,1
11851,phin's,1
11852,photon,1
11853,geek,2
11854,pirate,1
11855,pocket,5
11856,poland,2
11857,relations,8
11858,poliblogger,1
11859,politburo,1
11860,diktat,1
11861,penumbra,1
11862,presto,2
11863,islam,5
11864,valour-it,1
11865,protein,2
11866,wisdom,15
11867,proveritate,1
11868,pryhills,1
11869,publius,2
11870,rex,1
11871,punning,1
11872,quibbles,1
11873,n,3
11874,bits,2
11875,randy,5
11876,brandt,1
11877,ravenwolf's,1
11878,anomaly,1
11879,ravenwood,1
11880,scan,3
11881,reload,2
11882,res,1
11883,ipsa,1
11884,loquitur,1
11885,resplendent,1
11886,mango,1
11887,resurrection,1
11888,rhetorica,1
11889,dement,3
11890,dietz,1
11891,rino,1
11892,nutshell,3
11893,muldia,1
11894,kinsell,1
11895,secular,5
11896,blasphemy,2
11897,stryker's,1
11898,obeyed,1
11899,bow,2
11900,silflay,1
11901,hraka,1
11902,toldjah,1
11903,isis,1
11904,sneakeasy's,1
11905,solomonia,1
11906,solotude,1
11907,mason,2
11908,sondrak,1
11909,sortapundit,1
11910,sour,3
11911,speculist,1
11912,spiced,2
11913,sass,1
11914,spoons,1
11915,starhawk,1
11916,verdon,1
11917,deinonychus,1
11918,antirhopus,1
11919,streight,1
11920,vaspers,1
11921,stuart,1
11922,ikon,1
11923,blight,1
11924,suman,1
11925,palit,1
11926,susanna,1
11927,cornett,1
11928,swirlspice,1
11929,t-steel,1
11930,tears,6
11931,technically,2
11932,technography,1
11933,tempus,1
11934,fugit,1
11935,texan,2
11936,recycler,2
11937,chambers,3
11938,rant,16
11939,razor,2
11940,variations,2
11941,b***ards,1
11942,worstall,2
11943,grey,3
11944,mcmahon,1
11945,tony,5
11946,woodlief,1
11947,transterrestrial,1
11948,tre,1
11949,triticale,1
11950,gal,4
11951,tutakai,1
11952,uptown,1
11953,viet,2
11954,viking,1
11955,vista,1
11956,voluntaryxchange,2
11957,olson's,1
11958,overlawyered,1
11959,watcher,2
11960,weasels,1
11961,willisms,1
11962,nod,7
11963,wolves,2
11964,woogieworld,1
11965,wuzzadem,1
11966,xrlq,1
11967,xtreme,1
11968,yarbroughs,1
11969,yippee-kiy-yay,1
11970,mcgehee,1
11971,moosey,1
11972,zandria,1
11973,zudfunck's,1
11974,sampler,2
11975,thedemocraticparty,1
11976,sign-up,1
11977,retirement,29
11978,stewardship,1
11979,asian,4
11980,amer./pacific,1
11981,islanders,1
11982,disability,3
11983,lgbt,5
11984,retirees,1
11985,releases,7
11986,robots,1
11987,blanketing,1
11988,distract,3
11989,distort,4
11990,ortega,16
11991,10:22,1
11992,08:11,1
11993,06:01,2
11994,147,1
11995,something's,2
11996,03:33,2
11997,www.voteforchange.com,1
11998,12:18,1
11999,afford,10
12000,11:24,3
12001,08:52,2
12002,149,1
12003,aired,4
12004,08:34,1
12005,preview,3
12006,airing,3
12007,8pm,2
12008,06:28,1
12009,shays,5
12010,ct,4
12011,sleaze,1
12012,connecticut,7
12013,co-chairman,1
12014,yale,4
12015,03:50,1
12016,12:17,2
12017,once-comfortable,1
12018,evaporated,1
12019,underdog,2
12020,7-point,1
12021,double-digit,4
12022,3-percentage,1
12023,toss-up,3
12024,11:56,1
12025,08:51,1
12026,06:45,1
12027,builder,5
12028,fundraise,3
12029,keyword,3
12030,flippertv,1
12031,rebuild,1
12032,xml,13
12033,dscc,2
12034,dga,1
12035,cda,1
12036,nebraska,10
12037,tennessee,4
12038,wisconsin,6
12039,afro-netizen,2
12040,carpetbagger,18
12041,kuffner,2
12042,neiwert,1
12043,alterman,5
12044,marisa,1
12045,treviño,1
12046,browner-hamlin,1
12047,migra,2
12048,oliver,20
12049,willis,20
12050,pam's,5
12051,blend,9
12052,rafael,1
12053,noboa,1
12054,roger,10
12055,ailes,7
12056,ugga,1
12057,bugga,1
12058,vetvoice,2
12059,quicklinks,1
12060,audio/video,1
12061,1995-2008,1
12062,430,1
12063,se,2
12064,20003,1
12065,collectives,1
12066,swings,9
12067,thee,5
12068,reich,6
12069,liaise,1
12070,faire,1
12071,capitalism,7
12072,era,15
12073,typical,14
12074,pendulum,2
12075,swinging,2
12076,smartly,1
12077,meltdown,9
12078,lash,2
12079,boo,4
12080,hoo,5
12081,shaking,4
12082,unfettered,5
12083,mortgage-related,1
12084,assets,2
12085,stark,6
12086,simplicity,2
12087,11.3,2
12088,semiannual,1
12089,granting,1
12090,unprecedented,6
12091,resell,1
12092,mortgage,17
12093,paragraphs,3
12094,unimaginable,4
12095,defies,1
12096,admit,6
12097,balls,3
12098,apologist,4
12099,paulsen,4
12100,strapping,3
12101,planetary,1
12102,sized,2
12103,wizards,2
12104,gait,1
12105,multi-trillion,2
12106,subsequent,5
12107,installment,5
12108,shoveling,1
12109,maw,1
12110,pouring,3
12111,boggle,1
12112,toilet,2
12113,blasted,2
12114,fellows,2
12115,unbelievably,1
12116,pretzels,1
12117,repaid,1
12118,regulations,6
12119,geebus,1
12120,jokers,1
12121,pile,5
12122,bullshit,4
12123,we'd,5
12124,reply,26
12125,selling,18
12126,repeatedly,9
12127,consequence,2
12128,burdensome,1
12129,invoked,1
12130,bozos,1
12131,extraterrestrial,1
12132,aliens,2
12133,com,6
12134,dufuses,1
12135,responsibly,2
12136,regulate,2
12137,tiny,9
12138,fleecing,1
12139,hal,1
12140,hildebrand,1
12141,10:10,2
12142,brooks,5
12143,azael,10
12144,10:32,2
12145,patriarchal,2
12146,dominates,2
12147,unnerving,1
12148,largely,15
12149,peer,2
12150,repressed,1
12151,shed,1
12152,observing,1
12153,6:11,3
12154,soapbox,3
12155,y'all,2
12156,strategic,6
12157,singapore,1
12158,suckers,5
12159,9:40,2
12160,pwned,3
12161,notices,4
12162,f*ck,1
12163,8:33,2
12164,confess,6
12165,sensory,3
12166,deprivation,4
12167,hallucination,1
12168,psychotic,3
12169,transported,1
12170,taxis,2
12171,shore,2
12172,zillion,1
12173,breakingwindofchange,1
12174,moniker,1
12175,snort,3
12176,joker,1
12177,gig,1
12178,nicely,3
12179,armedliberal,1
12180,hillarious,2
12181,mist,2
12182,carbonated,1
12183,snorting,1
12184,someway,1
12185,gnaw,1
12186,posed,2
12187,mcmegan/althouse/drum,1
12188,mcmegan,7
12189,expertly,1
12190,skewered,1
12191,sardonic,1
12192,wit,3
12193,demonstrates,9
12194,keen,1
12195,tenacious,1
12196,mcmegan's,5
12197,whiny,1
12198,vv,1
12199,priceless,7
12200,mcupdate,1
12201,lipstick,7
12202,slur,2
12203,poison,6
12204,ex-girlfriends,1
12205,convinced,10
12206,ho-hum,1
12207,memos,1
12208,hook,3
12209,sinker,1
12210,bliss,2
12211,tropes,1
12212,howling,1
12213,megan,3
12214,moronic,1
12215,two-by-four,1
12216,opinionated,4
12217,occasionally,8
12218,obsessive,1
12219,provocative,3
12220,maddeningly,1
12221,obtuse,1
12222,mentally,2
12223,deficient,1
12224,urchins,1
12225,drum's,2
12226,psychosis,1
12227,gem,2
12228,encased,1
12229,concrete,2
12230,8:41,3
12231,dale,2
12232,hazard,5
12233,entanglement,1
12234,reject,7
12235,continually,1
12236,alternating,1
12237,justifications,1
12238,serial,2
12239,enterprise,7
12240,experiencing,3
12241,overruns,1
12242,2:36,1
12243,olympics,19
12244,rousted,1
12245,comfy,1
12246,drezner/mcmegen,1
12247,bashing,4
12248,gum,4
12249,enormous,8
12250,torch,2
12251,bravely,1
12252,bejing,2
12253,year's,10
12254,bejing's,1
12255,tibet,1
12256,drezner,13
12257,fussing,1
12258,comical,3
12259,monks,1
12260,doorstep,2
12261,controversies,1
12262,portrayed,3
12263,terribly,7
12264,dreary,2
12265,athletes,4
12266,shine,1
12267,mud,2
12268,capiche,1
12269,revival,2
12270,hitler,4
12271,germany's,1
12272,gazillion,2
12273,ussr,1
12274,restored,2
12275,manly,2
12276,athletic,1
12277,prowess,2
12278,swim,1
12279,steroid,1
12280,apolitical,2
12281,israeli,11
12282,gunned,1
12283,70's,1
12284,numerous,12
12285,prestige,2
12286,debutante,2
12287,blushing,1
12288,vixen,1
12289,demonstrating,1
12290,player,3
12291,todays,3
12292,how's,4
12293,smirk,2
12294,protestations,2
12295,sustained,4
12296,thrive,1
12297,akin,4
12298,tooth,1
12299,fairy,3
12300,quaint,2
12301,8:30,5
12302,sob,1
12303,guinness,1
12304,laughs,1
12305,mona's,2
12306,fierce,3
12307,admirer,1
12308,loyal,6
12309,sink,1
12310,hind,1
12311,pulls,6
12312,tastes,7
12313,gushing,2
12314,throat,1
12315,ripped,1
12316,unfair,4
12317,screed,1
12318,object,5
12319,lessons,5
12320,squeezed,1
12321,venti,2
12322,mochas,1
12323,mocha,1
12324,splurting,1
12325,assed,1
12326,compose,2
12327,invariably,2
12328,brow,1
12329,flimsy,1
12330,veneer,1
12331,dashes,2
12332,graced,3
12333,bitchin,1
12334,pixels,1
12335,iphone,2
12336,innane,1
12337,ramblings,3
12338,advanced,3
12339,hilton,1
12340,drops,5
12341,inadvertently,1
12342,hers,3
12343,topping,1
12344,moron,1
12345,drezner's,4
12346,adolescent,2
12347,hissy,1
12348,rub,2
12349,ignore,13
12350,dan's,3
12351,enactment,2
12352,pants,1
12353,squeezing,1
12354,pseudo,2
12355,pose,2
12356,stomps,1
12357,heel,1
12358,pajamas,1
12359,nut,5
12360,tactic,3
12361,275,2
12362,assertion,3
12363,angry,38
12364,filing,3
12365,nails,3
12366,punches,1
12367,vividly,1
12368,unraveled,1
12369,frickin,1
12370,sebastian,2
12371,holsclaw,1
12372,topped,2
12373,tender,3
12374,trial,5
12375,inanity,1
12376,newt,1
12377,gingrich,2
12378,merry,3
12379,band,6
12380,prototypical,1
12381,tribute,2
12382,storm,10
12383,conceited,1
12384,prick,1
12385,poseur,1
12386,ravenous,2
12387,wolf,6
12388,poking,1
12389,stick,5
12390,extracting,1
12391,placing,3
12392,0.001,1
12393,buetler,1
12394,cowen,2
12395,ta,1
12396,7:11,2
12397,breasts,4
12398,alright,3
12399,ashcroft,5
12400,graces,2
12401,ornate,1
12402,heterosexual,3
12403,devised,1
12404,superpower,3
12405,focussed,1
12406,boggling,1
12407,revulsion,1
12408,breast,3
12409,stakes,5
12410,kindly,3
12411,you'd,20
12412,goat,2
12413,okaying,1
12414,wisest,1
12415,gonzalos,1
12416,incoherent,4
12417,wrt,1
12418,warantless,1
12419,aol,4
12420,im,4
12421,azael99,1
12422,gwb,2
12423,woroner,1
12424,buckminster,1
12425,malone,1
12426,wives,12
12427,cheat,2
12428,mene,3
12429,tekel,2
12430,upharsin,1
12431,nonymouse,1
12432,commonweal,4
12433,cryptome,1
12434,cartome,1
12435,fascism,3
12436,scientists,12
12437,java,1
12438,anonymizing,1
12439,proxy,1
12440,browse,2
12441,anonymously,2
12442,falicies,1
12443,simulation,1
12444,orwellian,3
12445,fallacy,1
12446,tutorial,1
12447,l-curve,1
12448,barbarians,1
12449,1000,5
12450,buffalo,1
12451,stampede,1
12452,ang's,1
12453,belisarius,1
12454,blogenlust,1
12455,chesternet,1
12456,generik,1
12457,zembla,1
12458,slut,1
12459,scamboogah,1
12460,scaramouche,1
12461,shystee,1
12462,spicyfruit,1
12463,suckful,1
12464,token,2
12465,itlookslikethis,1
12466,alicublog,6
12467,al-muhajabah's,1
12468,islamic,5
12469,badattitudes,1
12470,balasubramania's,1
12471,mania,1
12472,horizons,4
12473,picnic,7
12474,bookslut,2
12475,bopnews,1
12476,botchco,1
12477,"busy,busy,busy",1
12478,curmudgeon,3
12479,callosum,1
12480,cuppa,1
12481,crooked,8
12482,dystopian,3
12483,orchard,1
12484,parrot,1
12485,arsenal,10
12486,catharsis,1
12487,dispassionate,1
12488,liberalism,9
12489,dormouse,1
12490,ungood,1
12491,dylan's,1
12492,grace,4
12493,pluribus,1
12494,unum,1
12495,economists,5
12496,electric,2
12497,ethereal,1
12498,evangelical,8
12499,outpost,2
12500,evolve,2
12501,ex,2
12502,lion,3
12503,tamer,1
12504,fafblog,1
12505,fanatical,6
12506,apathy,5
12507,fistful,1
12508,euros,1
12509,flit,1
12510,flit(tm,1
12511,furor,2
12512,loquendi,1
12513,gamer's,1
12514,nook,1
12515,guerrillas,1
12516,goddess,1
12517,gorilla-a-gogo,1
12518,sins,1
12519,hairy,1
12520,fish,21
12521,nuts,4
12522,heretical,2
12523,horse's,4
12524,idle,2
12525,maclean,2
12526,belle,1
12527,kautilyan,1
12528,kickaas,1
12529,goliath,1
12530,laputan,1
12531,lessig,3
12532,librarian,2
12533,avengers,1
12534,libraryplanet,1
12535,majikthise,5
12536,amplified,2
12537,marginal,12
12538,kleiman,53
12539,magus,1
12540,maxspeak,4
12541,memepool,1
12542,mines,1
12543,moria,1
12544,mixing,1
12545,modulator,1
12546,munnin's,1
12547,mutato,1
12548,nomine,1
12549,needle,1
12550,gaiman,1
12551,babe,5
12552,norbizness,2
12553,geniuses,1
12554,lounge,2
12555,mister,2
12556,obsidian,8
12557,omb,2
12558,wrecking,1
12559,opensource,1
12560,orcinus,8
12561,peevish,2
12562,pharyngula,3
12563,poliblog,4
12564,politx,1
12565,narrative,10
12566,promethus,1
12567,prophet,8
12568,lilith,1
12569,rantavation,2
12570,reachm,2
12571,a1,1
12572,checker,1
12573,reforming,1
12574,reverend,3
12575,mykeru,1
12576,rizzleweb,1
12577,surfdom,4
12578,ruminatethis,1
12579,rumor,7
12580,schneier,1
12581,scoobiedavis,1
12582,deviant,1
12583,shadow,3
12584,hegemon,5
12585,shifted,3
12586,spinsanity,2
12587,sisyphus,5
12588,shrugged,5
12589,sprouts,1
12590,southpaw,1
12591,spungusblog,1
12592,tensegrity,1
12593,hal's,1
12594,terminus,1
12595,talkleft,5
12596,temporal,1
12597,three-toed,1
12598,sloth,1
12599,tristero,38
12600,uggabugga,6
12601,uncertain,6
12602,unqualified,7
12603,offerings,4
12604,tha,2
12605,mung,1
12606,whiskey,6
12607,zen,2
12608,arcade,1
12609,master,3
12610,movable,4
12611,3.34,1
12612,www.flickr.com,1
12613,azael's,1
12614,graphics,4
12615,oswd,1
12616,plum,2
12617,tagline,3
12618,lesley,8
12619,resurrecting,2
12620,influential,6
12621,taglines,2
12622,1948,6
12623,1993,2
12624,donâ??t,5
12625,1975,4
12626,1988,6
12627,nike,1
12628,whereâ??s,1
12629,wendy's,1
12630,youâ??re,2
12631,__,16
12632,1956,5
12633,allstate,2
12634,1962,3
12635,filling,3
12636,1974,2
12637,melts,1
12638,1954,2
12639,m&ms,1
12640,ticking,1
12641,timex,1
12642,positively,2
12643,fedex,1
12644,1979,5
12645,diamond,1
12646,zales,1
12647,finger-lickin,1
12648,1952,2
12649,kfc,1
12650,uncola,1
12651,1973,2
12652,7up,1
12653,fingers,8
12654,1964,8
12655,snap,2
12656,canâ??t,4
12657,thereâ??s,2
12658,mastercard,2
12659,stays,4
12660,youâ??ve,2
12661,1968,4
12662,slims,1
12663,kodak,1
12664,___,11
12665,charmin,1
12666,doesnâ??t,2
12667,hairdresser,1
12668,clairol,1
12669,burger,2
12670,ate,3
12671,1966,3
12672,alka,2
12673,seltzer,2
12674,pepsi,1
12675,quicker,2
12676,picker-upper,1
12677,bounty,1
12678,ma,6
12679,cavities,1
12680,1958,3
12681,poupon,1
12682,1992,6
12683,madd,3
12684,coke,3
12685,1977,1
12686,betcha,2
12687,pringles,1
12688,bun,2
12689,naacp,4
12690,1989,3
12691,energizer,1
12692,mikey...he,1
12693,cereal,1
12694,drugs,3
12695,psa,1
12696,1987,2
12697,theyâ??re,1
12698,gr-r-r-eat,1
12699,1950s,9
12700,frosted,1
12701,flakes,1
12702,happiest,2
12703,disneyland/world,1
12704,itâ??s,8
12705,whatâ??s,1
12706,1980s,9
12707,calvin,1
12708,kleins,1
12709,memorex,1
12710,iâ??m,3
12711,1967,6
12712,l'oreal,1
12713,repairmen,1
12714,loneliest,1
12715,maytag,1
12716,tank,9
12717,mid-1990s,2
12718,r-o-l-a-i-d-s,1
12719,___â??s,1
12720,mid-1980s,2
12721,e.f,1
12722,hutton,1
12723,visa,1
12724,iâ??ve,2
12725,old-fashioned,3
12726,wayâ??we,1
12727,___inside,1
12728,1990s,12
12729,intel,3
12730,perdue,1
12731,wine,8
12732,ernest,2
12733,julio,1
12734,gallo,1
12735,twa,1
12736,lifts,1
12737,separates,1
12738,1985,2
12739,youâ??ll,3
12740,hebrew,1
12741,prudential,1
12742,worldâ??s,2
12743,airline,2
12744,greyhound,1
12745,1995,7
12746,volkswagen,1
12747,76,3
12748,wonders,12
12749,relentless,2
12750,perfection,1
12751,driverâ??s,1
12752,1961,5
12753,hertz,1
12754,avis,1
12755,mtv,1
12756,bugs,1
12757,raid,2
12758,australian,1
12759,fosters,1
12760,________,1
12761,remembers,2
